Date,S&P 500,Malaysia KLCI,FTSE 100,Dubai DFMGI,Singapore STI,Hong Kong HSI,Shanghai Composite,Shenzhen Component,Nikkei 225,Germany DAX
2003-01-02,,,,,,,,,,
2003-01-03,-0.0004841522831042316,0.0016904688019421762,-0.0011229647446237823,,0.0029523235541350588,0.023044539208577904,-0.0005771357510956563,-0.0006583486149081419,,-0.003904534402155006
2003-01-06,0.02222553665158527,-0.00889498454121076,-0.000899305041664888,,-0.006221171412735689,0.008531081749858244,0.011159016430581254,0.012776498048772636,,0.020579319615815127
2003-01-07,-0.0065661294926720026,-0.0027431427845698957,-0.011057056179326586,,-0.00971951459467179,-0.0014038015952194257,-0.0019633865862017535,-0.0014520416279398866,-0.006543562101575955,-0.014188384253110932
2003-01-08,-0.014185718611712493,-0.0016622365171370514,-0.00827181233632286,,0.010245015321698855,0.0037030487230409557,0.029590980772506825,0.02603822278064018,-0.016152415231615824,-0.039236782420469615
2003-01-09,0.019200605801964157,0.0023168510760350754,0.0023413130038590123,,0.0020769365176454067,-0.0013220468563560268,0.018283566965894654,0.01615881898788058,-0.002335500952636258,0.014817814795793017
2003-01-10,0.0,0.014639028939815899,0.010141611982494718,,0.009007448760719326,0.004752296125620377,-0.009003605246967816,-0.00860690781407807,-0.0032389086524634613,-0.00011517792248883335
2003-01-13,-0.0014132879115825274,0.024331151791417333,-0.006513213056238398,,0.028451881911459583,0.011513984388919169,0.0010500652266904437,0.003696315482272576,,0.007648414056474027
2003-01-14,0.005812929118617342,0.015127211548093393,-0.0006840601545641756,,0.010992315695228053,-0.003848171646011034,0.05646949257912974,0.06110811203950172,0.009705404418318787,0.012361833742435926
2003-01-15,-0.014530931016391217,0.010228648999063172,-0.014757601233363875,,-0.010581198405354476,0.007847671143796881,-0.004736223755423177,-0.011875956645789087,0.006838486400666826,-0.01604429561184956
2003-01-16,-0.003950196888388033,0.0028841393668610103,-0.0015444813419730888,,-0.0051335009365906055,-0.013280678473565923,0.017449205765799905,0.015606351590323482,-0.00029964463640846765,0.0015434417263664416
2003-01-17,-0.014116164167858434,0.0005818205026673032,-0.01589147225535978,,-0.009241468789640711,-0.013291012792334007,-0.004684426031886312,-0.003973802785747867,0.009373802380288912,-0.04530881122021916
2003-01-20,,-0.006238445083481803,-0.0110539074062236,,-0.0026666595425600026,-0.006529118797539921,0.0027055063841547383,0.0044619525170659135,-0.015239340866990338,-0.00869530956920791
2003-01-21,-0.01582690238645093,0.014170699573928872,-0.011150740586045689,,0.001561295654526295,0.001720688121465795,-0.01892097823080621,-0.019633185365056746,0.017346388849445366,-0.007973498730306271
2003-01-22,-0.010487202275181195,-0.005132509047992222,-0.015833729733464082,,0.002786711132001632,-0.0008552240813078922,0.0038684259175520166,0.002829887604756295,-0.011263650084803768,-0.023731181778706773
2003-01-23,0.010171737971112748,-0.0024269755503731876,-0.015287563614070895,,-0.0034533793736124625,0.002550032063610631,-0.006811132688397962,-0.006683558412882381,0.020674256263697954,0.0028390840446705524
2003-01-24,-0.02966925270955569,-0.0029412478728648014,-0.00512048067962778,,-0.0046796132677583615,-0.013032332770786635,0.019425204655195653,0.016834908265805432,-0.006764961558780374,-0.0337884288808359
2003-01-27,-0.01629178385249297,-0.006284568751323004,-0.03469891543625182,,-0.019924162071995204,-0.01726439393222037,0.011486333249785386,0.01306216075120192,-0.014091671710676865,-0.02761281889060771
2003-01-28,0.012966029443826306,0.010492159511804341,0.0026395697621568984,,0.006319849702856177,0.0028918939583292744,0.0029912339547408244,0.004141234287291113,-0.009813999768385205,0.010370451606937912
2003-01-29,0.006756085188473634,-0.009259121258465848,-0.001778070137345745,,-0.027884046357663398,-0.00913588067455851,-0.0005493146744076328,0.0023592224695063516,-0.0230556196736958,0.013094429599802908
2003-01-30,-0.023114366731580436,-0.001007334113776334,0.02687592625278709,,-0.005356424732369423,0.0019632883330383682,,,-0.001714392828053607,-0.0047367532642144244
2003-01-31,0.013044896679016545,,-0.0031625805623401184,,-0.003439899592150812,,,,0.0027773574369230787,0.0198661151302003
2003-02-03,0.005384559885174526,,0.03362680496849224,,,,,,0.01910303132731437,0.0015127450901899731
2003-02-04,-0.014187950142553593,,-0.027283732268945943,,0.00397988539274034,-0.0006741950272096674,,,-0.0018709457985633799,-0.04420800562581387
2003-02-05,-0.005449845022301613,0.005116441805243292,0.024379331159770094,,-0.0036314411332787175,-0.007838105573171524,,,0.007625534096611665,0.03467499160260068
2003-02-06,-0.006469515204079759,-0.004845719137938311,-0.022459250913266532,,-0.003302950631314472,-0.005934410066344019,,,-0.007709211053194944,-0.028609058481850868
2003-02-07,-0.010144971214753327,-0.005579885044481167,0.0006114202649557008,,-0.0017255629296592523,0.002713758650143549,,,-0.004255797520343966,-0.030533119495019523
2003-02-10,0.007540552236937189,-0.004228174579820118,-0.00560018553417166,,-0.002087156205315479,0.00883311583719472,-0.013185494602002565,-0.013392250713659924,0.004342927295825873,0.006498025719283016
2003-02-11,-0.008131296944902043,0.00226028447917756,0.02486224190152531,,0.010268822918432379,-0.004040749141934846,0.008473227078900145,0.006845645290576828,,0.01569539418920668
2003-02-12,-0.012768117118207323,,-0.01457751732503933,,,0.012965223485115729,0.011924475981340252,0.010406511291339545,0.020904509941673022,-0.02145034871837297
2003-02-13,-0.001601415419246122,-0.005180505482636138,-0.0014667560560946103,,-0.021558387034852747,-0.015304082491939907,-0.004200993799144089,-0.006265166490085154,-0.007473436147607349,-0.00623426112229895
2003-02-14,0.021208134445614223,0.0006243430799709013,0.0003045546766615747,,0.004052255353432521,0.003083516569372843,0.0043856169980621635,0.000889989370615925,0.011820996225887198,0.04558957534228701
2003-02-17,,0.0036162631408527706,0.0220427040446287,,0.02152589011652798,0.01957723223466885,-0.009594176304010922,-0.008137204926867776,0.008008568509600971,0.01282100182473458
2003-02-18,0.019311856336077744,-0.002855459709887432,0.009997549727128355,,-0.00568778628746418,0.0014238125789274275,-3.670685360599713e-05,-0.001062805703131977,-0.009037628915641914,0.011440496752376154
2003-02-19,-0.0071213860718171325,0.005324622791836326,-0.01927560443156147,,0.016648249469781023,0.003248937621450876,0.009533606735761263,0.009091660436298016,-0.0016727830535698878,-0.04306145816889679
2003-02-20,-0.009546958954540238,-0.008569679763387404,0.007895924167631789,,-0.002374480777905497,-0.00394826702873569,-0.0008721130401848269,-0.0014389165047641295,-0.0031761738910083682,-0.012803268942806985
2003-02-21,0.01313755874821075,-0.0012673856551609903,0.01073598142124386,,0.0019943335888018615,-0.014979901863307252,-0.020490230617054243,-0.01720221230918747,-0.016007822762848106,0.02198893053315861
2003-02-24,-0.018551733389043056,-0.004486807731067093,-0.006811276539542275,,-0.006285723009128305,-0.0012320630721860948,0.002070425099908758,2.3434143016770345e-05,0.006020474975161012,-0.029702087406527928
2003-02-25,0.007168735061912846,0.002406714359896761,-0.02193089637760903,,-0.012590578244552302,-0.009896698599247054,0.019604316782537292,0.017599495048094268,-0.024161250998317303,-0.03395724424446534
2003-02-26,-0.013228555286300596,-0.0037120898870709584,-0.007817290732718557,,-0.002560485895263896,-0.0035259403752500806,0.0012564430676692744,0.00029575196676649625,-0.00044034194098034943,-0.014304212602877417
2003-02-27,0.011689063978690684,0.002655076472579278,-0.006533457081238795,,-0.012422045806619387,0.001968159398781492,0.0003494891368285744,0.0025754457914423036,0.00030752373649084317,0.025395153890025973
2003-02-28,0.004611454575361189,-0.008682075857801983,0.023722708290773782,,0.002043123268486583,-0.0012685701767757784,-0.001171306043983004,0.0017416893030044154,0.0004377543831035253,0.013371058073717386
2003-03-03,-0.007565881065893376,0.0037344883569055535,0.00792883281939921,,0.004191052717658041,0.01588918876285649,0.008922794628371021,0.005284791474003314,0.015114157441901603,0.0010202106327753717
2003-03-04,-0.015475933472308011,,-0.01625204097772448,,-0.008037207796987519,-0.009417606611198757,-0.0007732193835765979,0.0011544198643779144,-0.001199798853956937,-0.01925339780684825
2003-03-05,0.00951671449528586,-0.00951800278841572,-0.017193849011946524,,-0.0027303355667480694,-0.007950365568155548,-0.004685223125730455,-0.0021601151532390827,-0.0008965589192255615,-0.0012042328442318714
2003-03-06,-0.009382919685983232,-0.0009957443816710234,-0.0022756609203626876,,-0.017280054871323898,-0.016260260764446022,-0.01249281726214242,-0.012915571959598963,-0.012287428847301107,-0.024521395443205266
2003-03-07,0.00822546155472208,-0.01059406306464172,-0.018107435191457327,,-0.014308047087811263,-0.006173733517211614,-0.0035100234993596263,-0.0010596340886093443,-0.02725616398994142,-0.002402914897194272
2003-03-10,-0.026169211215295182,-0.017264152290803317,-0.016022976119948233,,-0.01010683183043775,-0.005090851137345999,-0.01632310018889035,-0.017784209089343563,-0.012586099787248138,-0.043117933274987766
2003-03-11,-0.008394475599230986,-0.008939060478417846,0.004819383790385835,,0.001884860720192715,-0.00021898788121297783,,-0.0009687949362739741,-0.022614367752271925,-0.01024534127553949
2003-03-12,0.004311775502897432,0.01582961358511672,-0.04918122483632348,,0.014344388170772689,0.0016984063713429082,0.004136733015077907,0.008201286100498084,0.010200337113418426,-0.04540894813924108
2003-03-13,0.03387670793320655,-0.0026102287954277302,0.05903776664694179,,-0.0015494408769792338,-0.009912645562292668,-0.0070477959161243395,-0.005935610091736952,-0.009420998618965263,0.06644582292966955
2003-03-14,0.0016454721021231253,0.001735600967265428,0.032420672731281075,,0.015395132298499661,0.019018082075106604,0.0009519233638763498,0.005504919659146642,0.016902648020890424,0.020549281284203833
2003-03-17,0.034813556070002034,-0.009495263912010582,0.032908035856305445,,-0.013246047786928047,-0.017118316717731237,0.0022008544562498356,-0.0016141301504642696,-0.016511283473286918,0.034328464600827335
2003-03-18,0.004233119365493321,0.007153855425491553,0.006693823771440677,,0.03165448066566283,0.02660181512750378,-0.0064059955033285,-0.003531553254365356,0.0104663283741531,0.038449206054554964
2003-03-19,0.008698862860555134,0.0013704729371336083,0.004818477685263267,,0.008510767613029387,0.012866049714741567,0.006872724655439478,0.007177283475622328,0.01206850774469174,0.011773545060584523
2003-03-20,0.001886007082035928,0.006492283337799185,7.968260522897151e-05,,0.017862739583922087,0.003919738438920472,-0.003693936301227578,-0.008251934160800094,0.017729009141189283,-0.003973083331110276
2003-03-21,0.022716697858611124,0.00022141055608550038,0.02501838828639474,,0.013650778345874148,-0.0016729458286444986,0.006884181795598717,0.009860195063054843,,0.04143894470652463
2003-03-24,-0.03586707149377211,0.0015174617341935205,-0.030984553897705776,,-0.02025423522214505,-0.0077364367177385224,0.0021060735307964497,0.002219980255210982,0.028867762140925384,-0.06336008908635087
2003-03-25,0.012087773698511243,-0.005495831504483116,0.0049831425116062915,,0.009008431794076208,-0.005096133688174847,-0.010452543575117369,-0.011076001151078922,-0.023548233053821647,0.03384660414961292
2003-03-26,-0.005490935416151998,0.005274660289198311,0.008232921581543042,,0.01037823691873919,-0.0016633000779988176,-0.004199882265874508,-0.003453280364965765,0.013641624483642154,-0.021770883658848245
2003-03-27,-0.001645116651062916,-0.00023694078601898123,-0.017016708594668122,,-0.008602918524249496,-0.01950678862273068,0.02915065445565875,0.025776272425707635,0.0020035185073637614,0.0018282488996665385
2003-03-28,-0.00579673852680565,0.003344371370117928,-0.00553946167123782,,0.0036321345931727184,-0.0010103882528638508,-0.004951727001406234,0.0007448937312707578,-0.010632650951199864,-0.024765740295256185
2003-03-31,-0.017901028803951842,0.00119612935665252,-0.0260059864724443,,-0.03914282776951848,-0.026165926974155165,0.012414377380458603,0.017316216978764953,-0.03783785555110514,-0.03922672942591966
2003-04-01,0.012070492085123466,-0.013636228260840624,0.019594767613480318,,0.011574792284187415,-0.004359568867507737,0.007891586098511587,0.005481570252208372,0.0017557340520232459,0.010800063903014431
2003-04-02,0.025780778962752663,0.00296157374708258,0.018445806521446242,,0.013313700742753344,0.01263384722042567,-0.0008056033336777138,0.0028015707109841663,0.01035471759659422,0.055241368021856085
2003-04-03,-0.005064468234289504,-0.0006838795875515724,0.004704692128563328,,0.0021288935715324414,-0.006687716654831921,-0.0063243122729849145,-0.002945848257080453,-0.0064770729610208145,-0.007574927664118222
2003-04-04,0.002734535282983263,0.003937954069112734,0.01141659086132234,,0.008554170293485371,0.019953031740708813,0.006198167450376564,0.01159850604298158,0.007006065467077196,0.032262347587324165
2003-04-07,0.0012281436508098824,0.014677275034094462,0.031330824450158695,,0.018925660777438444,0.01571721263892522,-0.00394966275981131,-0.00467051123852033,0.021546933563602037,0.056712830518464076
2003-04-08,-0.0018655403207810616,-0.0004216685045459765,-0.017169783237665676,,-0.015589590134607426,-0.01750857283465757,0.003570249705722346,0.001959846163647043,-0.014476473447443449,-0.01475798518108762
2003-04-09,-0.014103460334560431,-0.008897804450817233,-0.0019146073301314875,,-0.019357410376908944,-0.019470383387513716,0.01509247128007152,0.022868480778932516,-0.00911738994835403,-0.012246832143092355
2003-04-10,0.006434326234618374,-0.007102590725348642,-0.015160662965272286,,0.002364112553837212,-0.0012894817843281915,0.004850709095792176,0.012616205083831296,-0.009663505896179075,-0.013625191882343946
2003-04-11,-0.003770413101379845,-0.0003651613975437751,0.0012612789689367295,,0.003935409765320692,0.0023079434664608246,0.016419552348076617,0.015384392881989398,-0.020717828953434356,0.013570274139063546
2003-04-14,0.019310213177267756,-0.008740753252358836,0.01078686389680326,,-0.014048835540504892,-0.01305091922791695,0.024563008262843165,0.021613440638003766,-0.008271847674678177,0.015544561502650833
2003-04-15,0.006283682258609843,0.011088327393243632,0.017383233053956927,,0.0069600320637720646,0.011482337204399083,0.009482904082290322,0.014838473339811415,0.011125811498788935,0.020439531144112406
2003-04-16,-0.012311559449868378,0.0041109306018288945,-0.015955458675035623,,0.0004024638779228516,0.004973656069081387,-0.015585393057038243,0.0036282652373931887,0.005173612209823195,-0.0033364650536373674
2003-04-17,0.01541628625690498,-0.00379408961115064,0.008858427389971559,,-0.007643144698011841,-0.011127789108742058,0.0045741511234432914,0.0021596847463621806,-0.007335731395549236,0.02623982250357918
2003-04-18,,0.006693090858776996,,,,,-0.006545265148584304,-0.013107780123363515,0.006703451477316076,
2003-04-21,-0.0017585310235839885,-0.0020631352630768244,,,-0.008786939212115137,,-0.01975818707802349,-0.02454213444055663,0.011938132279642895,
2003-04-22,0.021471602310611886,-0.0020674005916564444,0.007301266050301302,,0.002419771309735771,-0.0008430379128977511,-0.0019245750921320747,0.0025405968594937158,-0.022669159880167693,0.020878644737088812
2003-04-23,0.008358949618774869,-0.00533815375906173,0.012379359311053514,,-0.006526456846426049,-0.006121250952158678,-0.017187852551539425,-0.014823553622977784,0.0003747371557261569,0.00452877826677376
2003-04-24,-0.008293119512326398,-0.007908996321669153,-0.017163983759460308,,-0.018389612764062903,-0.00913702652516406,-0.025198749885697105,-0.029818054595007967,0.007820865282233002,-0.028225365920141614
2003-04-25,-0.01394312316572739,0.004902647876681653,-0.007413937323984995,,-0.011221115640071163,-0.003928596826776854,-0.010996058284873439,-0.01187801902449455,-0.019940113940938496,-0.018636327672072947
2003-04-28,0.017677552473808776,-0.005671330022545868,0.017950702258663322,,0.009635019484687746,0.003090740583279391,0.03342246569976095,0.04437120813839305,-0.011970854841733899,0.0399524638111672
2003-04-29,0.0032738967977797243,0.006165047144528889,-0.003177389804734796,,0.034505389683042904,0.03599841663337129,-0.018627394017344725,-0.016872288977306457,,-0.01533745981125589
2003-04-30,-0.0010029039411495178,0.003703117111608352,-0.00045838927613459985,,-0.002556592249501035,-0.0030925310127966066,0.008005291349656168,0.006751159107299439,0.028959300507228232,0.011307615996749064
2003-05-01,-0.0006764001600831976,,-0.01176014418684641,,,,,,0.004061261542503724,
2003-05-02,0.014926813678558365,-0.004945797538081523,0.018512663263612315,,0.0138654951627739,0.010380451316421109,,,0.0055673658366654395,0.014831467559762645
2003-05-05,-0.0038026246923319423,0.006594227991883669,,,0.01979173932311471,0.012221597978594857,,,,0.009014849712369474
2003-05-06,0.008425928003602576,0.0006650263830157692,0.013519443177489768,,-0.007255375904882694,-0.0030631217957543195,,,0.02205991207686192,0.017734017673307
