Date,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,PHP100,THB100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
2025-05-30,4.239,5.7106,4.8115,2.9467,5.15,2.7244,3.0667,3.2899,54.0651,7.6305,12.9832,14.2191,0.3079,0.026,112.9993,5.7426,0.5899,3.2896,0.0163,0.1055,2.5288,0.2025,4.97,115.4223,1.5032,3.106,0.0852
2025-06-03,4.25,5.7449,4.8535,2.9686,5.1918,2.7478,3.0944,3.3002,54.1847,7.633,13.0208,14.179,0.3082,0.0261,113.3001,5.7837,0.5905,3.3002,0.0163,0.1057,2.5562,0.203,4.9715,115.7281,1.5078,3.1073,0.0855
2025-06-04,4.25,5.7445,4.8314,2.9502,5.1562,2.747,3.0977,3.2925,54.1667,7.6109,13.0388,14.1671,0.3092,0.0261,113.3122,5.7812,0.5912,3.2925,0.0163,0.1057,2.5511,0.203,4.9497,115.7218,1.5015,3.0934,0.0856
2025-06-05,4.2425,5.7463,4.8409,2.9667,5.1782,2.7523,3.1005,3.2953,54.077,7.6329,13.0398,14.1686,0.3117,0.0261,113.1077,5.7662,0.5906,3.2953,0.0163,0.1054,2.558,0.2026,4.938,115.5208,1.5039,3.0862,0.0854
2025-06-06,4.228,5.738,4.8347,2.9409,5.1548,2.7486,3.0928,3.2904,53.8863,7.5918,12.9721,14.1528,0.3121,0.026,112.7286,5.7593,0.5887,3.2904,0.0162,0.105,2.5522,0.2019,4.9284,115.1228,1.499,3.0798,0.0852
2025-06-09,4.2385,5.7436,4.837,2.9333,5.161,2.7601,3.097,3.2936,54.0105,7.5896,12.9499,14.1498,0.3124,0.026,113.0041,5.7689,0.5897,3.2936,0.0163,0.1053,2.5581,0.2024,4.9446,115.3977,1.5023,3.0918,0.0854
2025-06-10,4.2345,5.735,4.8288,2.9236,5.1496,2.7645,3.0914,3.2898,53.9533,7.5917,12.9515,14.1466,0.3116,0.026,112.9049,5.7633,0.5893,3.2898,0.0163,0.1052,2.5642,0.2022,4.9489,115.3045,1.5009,3.093,0.0853
2025-06-11,4.2405,5.7173,4.8412,2.9243,5.1547,2.7625,3.1006,3.2955,54.025,7.592,12.9878,14.178,0.3096,0.0261,113.0649,5.7686,0.59,3.2955,0.0163,0.1053,2.5591,0.2025,4.9588,115.4632,1.503,3.0988,0.0856
2025-06-12,4.2255,5.7397,4.8678,2.9364,5.1745,2.7476,3.0936,3.2977,53.8431,7.5685,13.0324,14.2614,0.3107,0.026,112.662,5.7486,0.5886,3.2977,0.0162,0.105,2.5518,0.2018,4.9458,115.0547,1.4973,3.091,0.0853
2025-06-13,4.2435,5.7514,4.8959,2.9572,5.2441,2.7504,3.1129,3.3092,54.0635,7.5793,13.075,14.3478,0.3099,0.026,113.1148,5.8067,0.5909,3.3092,0.0163,0.1055,2.5569,0.2027,4.93,115.5449,1.5037,3.0808,0.0853
2025-06-16,4.246,5.7476,4.8946,2.9387,5.2223,2.7489,3.1206,3.3085,54.0926,7.5214,13.0715,14.3684,0.3113,0.026,113.1588,5.7907,0.591,3.3085,0.0163,0.1056,2.5518,0.2028,4.9268,115.6161,1.5006,3.08,0.0839
2025-06-17,4.2395,5.7547,4.9017,2.9304,5.2098,2.769,3.1233,3.3089,54.0084,7.5161,13.0416,14.3922,0.3116,0.0261,112.9976,5.7958,0.5903,3.3089,0.0163,0.1055,2.5725,0.2025,4.9334,115.4359,1.4954,3.0837,0.0844
2025-06-18,4.248,5.7087,4.8848,2.9281,5.203,2.7578,3.1089,3.3062,54.1157,7.4772,13.0327,14.3725,0.3095,0.026,113.2226,5.8037,0.5911,3.3062,0.0163,0.1057,2.5601,0.2029,4.9232,115.6674,1.4992,3.0767,0.0848
2025-06-19,4.2595,5.7109,4.8839,2.9361,5.1961,2.7655,3.1065,3.3095,54.2629,7.4321,12.9922,14.4116,0.3089,0.026,113.5291,5.8022,0.5925,3.3095,0.0163,0.106,2.554,0.2034,4.922,115.9805,1.5022,3.0762,0.0843
2025-06-20,4.254,5.7418,4.9049,2.9282,5.2123,2.7619,3.107,3.311,54.1914,7.4363,12.9715,14.4086,0.3109,0.026,113.3599,5.7948,0.5924,3.311,0.0163,0.1058,2.5545,0.2032,4.9105,115.8339,1.5003,3.0695,0.084
2025-06-23,4.281,5.7438,4.9208,2.9181,5.2351,2.7413,3.1099,3.3167,54.5354,7.4329,12.9708,14.4253,0.3098,0.026,114.0794,5.8376,0.5956,3.3167,0.0164,0.1065,2.5356,0.2045,4.9361,116.5691,1.5087,3.0855,0.0842
2025-06-24,4.254,5.7703,4.9372,2.9254,5.2412,2.7613,3.1007,3.3183,54.1914,7.4763,12.9901,14.4137,0.3118,0.026,113.3795,5.7797,0.5927,3.3183,0.0163,0.1058,2.5552,0.2032,4.9396,115.8339,1.4997,3.0873,0.0839
2025-06-25,4.2385,5.7697,4.9217,2.9236,5.2613,2.7544,3.0869,3.3115,53.994,7.4624,13.0003,14.4034,0.3107,0.026,112.9875,5.7966,0.5912,3.3115,0.0162,0.1054,2.5556,0.2024,4.9322,115.4087,1.4943,3.0828,0.0847
2025-06-26,4.225,5.7929,4.9411,2.9181,5.2599,2.7604,3.0812,3.3131,53.8241,7.4627,13.0289,14.5294,0.3118,0.026,112.6516,5.7776,0.5898,3.3131,0.0162,0.1051,2.561,0.2018,4.9213,115.0443,1.4898,3.0755,0.0847
2025-06-30,4.217,5.7826,4.939,2.9239,5.2759,2.755,3.0826,3.3058,53.7215,7.4854,12.9475,14.4225,0.3109,0.026,112.4383,5.7915,0.5886,3.3058,0.0162,0.1048,2.5578,0.2014,4.9325,114.8264,1.4867,3.0834,0.0849
2025-07-01,4.1925,5.7599,4.943,2.9139,5.2912,2.7536,3.0802,3.2955,53.408,7.4536,12.9159,14.3608,0.3098,0.0259,111.7851,5.7605,0.5854,3.2955,0.016,0.1042,2.5518,0.2002,4.8989,114.1484,1.4775,3.0619,0.0845
2025-07-02,4.2165,5.796,4.9755,2.9376,5.3309,2.7747,3.0896,3.3123,53.7144,7.4877,12.9966,14.4932,0.3102,0.026,112.431,5.8137,0.5883,3.3123,0.0161,0.1047,2.5731,0.2014,4.9242,114.8097,1.486,3.0776,0.0853
2025-07-03,4.224,5.7565,4.9807,2.9364,5.335,2.7739,3.1071,3.3165,53.8093,7.5063,13.062,14.622,0.3105,0.0261,112.634,5.8107,0.5896,3.3165,0.0161,0.1049,2.5627,0.2017,4.9298,115.0139,1.4886,3.0812,0.0856
2025-07-04,4.229,5.7758,4.9775,2.9261,5.3275,2.7782,3.1145,3.3171,53.8757,7.4844,13.0392,14.6393,0.3096,0.0261,112.7643,5.8213,0.5902,3.3171,0.0161,0.105,2.5672,0.202,4.9531,115.1532,1.4904,3.0956,0.0857
2025-07-07,4.234,5.7701,4.9832,2.9234,5.3275,2.7589,3.1073,3.3165,53.937,7.4783,13.0145,14.5915,0.3096,0.0261,112.8916,5.8282,0.5904,3.3164,0.0162,0.105,2.5487,0.2022,4.9416,115.2862,1.4915,3.0885,0.0858
2025-07-08,4.2385,5.7779,4.9783,2.9012,5.3224,2.7603,3.1048,3.3163,53.994,7.5171,13.0484,14.5884,0.3101,0.0261,113.0177,5.8158,0.591,3.316,0.0162,0.1052,2.5488,0.2024,4.9455,115.4087,1.4937,3.0909,0.0853
2025-07-09,4.254,5.772,4.9789,2.8918,5.3322,2.7749,3.1079,3.3185,54.1911,7.5143,13.0191,14.6095,0.3095,0.0262,113.4249,5.8339,0.5925,3.3185,0.0163,0.1057,2.5462,0.2032,4.9514,115.8308,1.4992,3.0946,0.0856
2025-07-10,4.2525,5.7849,4.9899,2.9075,5.3555,2.7828,3.1082,3.3229,54.1723,7.5376,13.0365,14.5474,0.3097,0.0262,113.3819,5.8267,0.5924,3.3229,0.0163,0.1057,2.5534,0.2031,4.9676,115.7899,1.4947,3.1053,0.0857
2025-07-11,4.256,5.7735,4.9716,2.8962,5.337,2.8028,3.1085,3.3236,54.2176,7.5378,13.0733,14.5559,0.3099,0.0262,113.4752,5.8381,0.5937,3.3236,0.0163,0.1058,2.563,0.2033,4.96,115.8852,1.496,3.0998,0.086
2025-07-14,4.255,5.7366,4.9703,2.8886,5.3391,2.7947,3.1074,3.3205,54.2038,7.5079,13.1226,14.551,0.3086,0.0262,113.45,5.8277,0.5934,3.3205,0.0163,0.1058,2.5477,0.2032,4.9485,115.8422,1.4959,3.0933,0.086
2025-07-15,4.254,5.7129,4.967,2.8807,5.3379,2.7851,3.1057,3.3167,54.1914,7.4937,13.084,14.496,0.3077,0.0261,113.4279,5.8242,0.593,3.3167,0.0163,0.1058,2.5428,0.2032,4.95,115.8308,1.4951,3.0939,0.086
2025-07-16,4.252,5.6928,4.9372,2.8529,5.3021,2.7736,3.0989,3.3079,54.1656,7.4606,13.073,14.4744,0.3063,0.0261,113.3716,5.8165,0.5921,3.3079,0.0163,0.1057,2.5282,0.2031,4.9449,115.7763,1.4938,3.0906,0.0861
2025-07-17,4.247,5.6878,4.9346,2.859,5.2899,2.7552,3.0963,3.3033,54.1033,7.4327,13.0786,14.401,0.3052,0.026,113.2262,5.7942,0.5917,3.3033,0.0162,0.1056,2.5163,0.2028,4.9487,115.6402,1.4904,3.093,0.0859
2025-07-18,4.245,5.7008,4.9344,2.8553,5.2887,2.7603,3.0894,3.3041,54.0826,7.4267,13.0928,14.4368,0.305,0.026,113.1698,5.7861,0.5911,3.3041,0.0162,0.1056,2.5281,0.2027,4.9338,115.5857,1.4895,3.083,0.0859
2025-07-21,4.2395,5.6875,4.9286,2.8557,5.2885,2.7589,3.0893,3.2999,54.0105,7.4129,13.0796,14.3888,0.3044,0.026,113.0217,5.7899,0.5906,3.2999,0.0162,0.1054,2.5223,0.2025,4.9129,115.4391,1.4878,3.0705,0.0859
2025-07-22,4.232,5.7043,4.9459,2.8677,5.3013,2.7593,3.0918,3.3023,53.9125,7.4227,13.1225,14.4024,0.3052,0.026,112.8142,5.7829,0.5901,3.3023,0.0162,0.1053,2.5221,0.2021,4.9074,115.2317,1.4849,3.0671,0.0859
2025-07-23,4.2255,5.7163,4.9603,2.876,5.3268,2.773,3.1069,3.305,53.828,7.4205,13.1308,14.4102,0.3068,0.0259,112.638,5.7841,0.5898,3.305,0.0162,0.1051,2.538,0.2018,4.8918,115.0422,1.4826,3.0561,0.0861
2025-07-24,4.217,5.7256,4.9655,2.8878,5.3235,2.7895,3.0996,3.3065,53.7245,7.4452,13.1228,14.4068,0.3085,0.0259,112.4024,5.7829,0.5897,3.3065,0.0161,0.1049,2.5519,0.2014,4.8879,114.8233,1.4786,3.0551,0.0859
2025-07-25,4.219,5.6933,4.954,2.8656,5.2993,2.778,3.0903,3.2976,53.7493,7.4204,13.0731,14.3347,0.3066,0.0259,112.4617,5.7894,0.589,3.2976,0.0161,0.1049,2.5434,0.2015,4.8768,114.8778,1.4793,3.048,0.086
2025-07-28,4.2205,5.6736,4.9618,2.8571,5.3088,2.772,3.0821,3.2966,53.7708,7.389,13.0403,14.3141,0.3061,0.0258,112.5017,5.7812,0.5887,3.2966,0.0161,0.1051,2.5386,0.2016,4.8847,114.9217,1.4894,3.0528,0.0864
2025-07-29,4.2425,5.6599,4.9141,2.8596,5.279,2.7663,3.088,3.2972,54.0463,7.4046,13.0639,14.2691,0.3049,0.0259,113.0926,5.7961,0.5911,3.2972,0.0162,0.1056,2.5317,0.2026,4.8872,115.5176,1.4989,3.0541,0.087
2025-07-30,4.235,5.6577,4.8965,2.862,5.2625,2.7608,3.0771,3.2926,53.9497,7.393,13.074,14.2511,0.3064,0.0259,112.9092,5.7698,0.5903,3.2926,0.0161,0.1054,2.5268,0.2023,4.8592,115.3134,1.4962,3.0369,0.0871
2025-07-31,4.254,5.6404,4.8593,2.8599,5.2296,2.7466,3.0771,3.2857,54.1925,7.2906,12.9992,14.2136,0.3056,0.0258,113.4037,5.7913,0.5915,3.2857,0.0162,0.1059,2.5165,0.2032,4.8542,115.8308,1.4992,3.0339,0.0874
2025-08-01,4.2775,5.6465,4.8843,2.8407,5.2569,2.753,3.0876,3.2967,54.4908,7.3461,13.036,14.2736,0.3057,0.026,114.0332,5.7956,0.5934,3.2967,0.0163,0.1064,2.5162,0.2043,4.8889,116.4706,1.5068,3.0556,0.0881
2025-08-04,4.2355,5.6258,4.9041,2.8677,5.2612,2.7452,3.0746,3.2892,53.9558,7.3594,13.0452,14.1912,0.306,0.0259,112.909,5.73,0.5899,3.2892,0.0162,0.1054,2.5066,0.2023,4.8507,115.327,1.493,3.0316,0.0872
2025-08-05,4.2305,5.617,4.8883,2.8736,5.2264,2.731,3.0677,3.2834,53.8924,7.3716,13.0601,14.138,0.3046,0.0258,112.7607,5.7643,0.589,3.2834,0.0162,0.1053,2.4937,0.2021,4.8166,115.1909,1.4917,3.0104,0.0873
2025-08-06,4.2275,5.6266,4.8957,2.868,5.2405,2.7432,3.0701,3.2843,53.8538,7.3358,13.0559,14.1105,0.3043,0.0258,112.6657,5.7541,0.5881,3.2843,0.0161,0.1052,2.5037,0.2019,4.8185,115.1092,1.4899,3.0116,0.0873
2025-08-07,4.2295,5.6504,4.9335,2.8672,5.2505,2.7538,3.0794,3.2935,53.8821,7.3807,13.0904,14.2087,0.3058,0.0259,112.7221,5.7678,0.589,3.2935,0.0161,0.1053,2.5142,0.202,4.8241,115.1637,1.4896,3.015,0.0873
2025-08-08,4.2355,5.6923,4.9384,2.8775,5.2501,2.7622,3.0827,3.2994,53.9564,7.4374,13.0978,14.19,0.3051,0.026,112.8609,5.7909,0.5898,3.2994,0.0162,0.1054,2.5246,0.2023,4.8368,115.327,1.492,3.0228,0.0873
2025-08-11,4.2355,5.7033,4.9435,2.8718,5.2517,2.7641,3.0811,3.3003,53.9564,7.4261,13.0948,14.1708,0.3053,0.0261,112.8519,5.7844,0.5898,3.3003,0.0161,0.1054,2.5229,0.2023,4.8387,115.3255,1.4924,3.0242,0.0873
2025-08-12,4.233,5.6853,4.9183,2.8519,5.2166,2.7589,3.0722,3.2912,53.9239,7.4004,13.0871,14.1331,0.3047,0.026,112.7928,5.7829,0.589,3.2912,0.0161,0.1054,2.5127,0.2022,4.8297,115.259,1.4912,3.018,0.0873
2025-08-13,4.222,5.701,4.9328,2.8526,5.2343,2.7568,3.0644,3.2909,53.7841,7.4165,13.0581,14.0689,0.3051,0.026,112.5057,5.7604,0.5881,3.2909,0.0161,0.1051,2.5157,0.2017,4.818,114.9594,1.4873,3.0112,0.0872
2025-08-14,4.1975,5.6977,4.9125,2.8642,5.2104,2.7483,3.0498,3.2796,53.4768,7.3983,12.9883,14.0113,0.3034,0.026,111.8647,5.7515,0.5852,3.2796,0.016,0.1045,2.5076,0.2005,4.8013,114.2923,1.4795,3.0009,0.0869
2025-08-15,4.218,5.7143,4.9182,2.865,5.2281,2.7428,3.0557,3.2858,53.8439,7.3845,13.0145,14.0413,0.3039,0.0261,112.4096,5.779,0.5873,3.2858,0.0161,0.105,2.4968,0.2015,4.8153,114.8505,1.4867,3.0109,0.0873
2025-08-18,4.2235,5.726,4.9432,2.8656,5.2388,2.7539,3.0598,3.2941,53.9617,7.4015,13.0275,14.0713,0.3052,0.0261,112.5546,5.7831,0.5882,3.2941,0.0161,0.1051,2.5064,0.2017,4.83,114.9878,1.4887,3.0187,0.0875
2025-08-19,4.226,5.7051,4.9252,2.8584,5.2331,2.7414,3.0597,3.2909,54.2115,7.4044,13.0011,14.0424,0.3042,0.026,112.6243,5.7836,0.5884,3.2909,0.0161,0.1051,2.5028,0.2018,4.8432,115.0684,1.4894,3.0268,0.0874
2025-08-20,4.226,5.6935,4.9159,2.8644,5.2273,2.7184,3.0458,3.2863,54.1427,7.3884,12.9682,13.9414,0.302,0.0259,112.6153,5.7833,0.5881,3.2863,0.0161,0.1051,2.4627,0.2018,4.851,115.0684,1.4895,3.032,0.0872
2025-08-21,4.2225,5.6807,4.9175,2.8643,5.2447,2.7117,3.042,3.2831,54.0722,7.4054,12.9614,13.8524,0.302,0.0259,112.519,5.7719,0.5887,3.2831,0.016,0.105,2.4564,0.2017,4.8556,114.9731,1.4881,3.0354,0.0869
2025-08-22,4.2305,5.6695,4.9032,2.8454,5.2228,2.7173,3.0406,3.2797,54.1175,7.4084,12.95,13.8319,0.3034,0.0259,112.7292,5.7817,0.5889,3.2797,0.016,0.1052,2.459,0.2021,4.8423,115.183,1.4911,3.0264,0.0872
2025-08-25,4.2,5.6748,4.9169,2.8506,5.2323,2.7248,3.0361,3.2756,53.7965,7.4189,12.9398,13.8085,0.3031,0.0258,111.9343,5.727,0.5868,3.2756,0.016,0.1044,2.4625,0.2006,4.808,114.3588,1.4805,3.0049,0.0867
2025-08-26,4.215,5.6698,4.9001,2.8518,5.2312,2.7279,3.0415,3.279,53.9765,7.4143,12.986,13.8079,0.3028,0.0259,112.3401,5.7734,0.5892,3.279,0.016,0.1048,2.4576,0.2013,4.8026,114.7688,1.4857,3.0014,0.0869
2025-08-27,4.2275,5.6892,4.9147,2.8596,5.2535,2.7428,3.0546,3.2846,54.3583,7.39,12.9857,13.8167,0.3029,0.0259,112.6657,5.7792,0.5909,3.2846,0.016,0.1052,2.472,0.2019,4.8205,115.0998,1.4901,3.0133,0.087
2025-08-28,4.2275,5.7105,4.9221,2.874,5.2755,2.7544,3.0684,3.289,54.2589,7.4021,13.0428,13.8502,0.3047,0.0258,112.6612,5.7652,0.5913,3.289,0.016,0.1052,2.4792,0.2019,4.8273,115.1092,1.4901,3.0171,0.0869
2025-08-29,4.218,5.6937,4.9195,2.8695,5.2557,2.7571,3.0664,3.2865,54.1349,7.394,13.0457,13.8168,0.3039,0.0257,112.4111,5.7768,0.5916,3.2865,0.016,0.1049,2.4846,0.2015,4.8076,114.838,1.4857,3.0049,0.087
2025-09-02,4.231,5.7231,4.9482,2.8645,5.2792,2.7673,3.0761,3.2912,54.2293,7.376,13.1062,13.8004,0.3039,0.0258,112.7485,5.7907,0.5923,3.2912,0.0161,0.1052,2.491,0.2021,4.8043,115.1919,1.4911,3.0025,0.0871
2025-09-03,4.2305,5.653,4.9173,2.8408,5.2494,2.7577,3.0664,3.2801,54.1965,7.3615,13.04,13.768,0.3035,0.0257,112.7472,5.777,0.592,3.2801,0.016,0.1052,2.4784,0.2021,4.803,115.1877,1.4908,3.0016,0.0872
2025-09-04,4.229,5.6789,4.9281,2.8527,5.257,2.7628,3.0631,3.2817,54.2193,7.3923,13.0878,13.7829,0.3034,0.0257,112.7072,5.7772,0.5921,3.2817,0.016,0.1051,2.4839,0.202,4.8046,115.15,1.4899,3.003,0.0871
2025-09-08,4.222,5.6978,4.9438,2.8489,5.2894,2.7694,3.0521,3.2838,54.1598,7.4227,13.1793,13.8413,0.303,0.0258,112.5252,5.7804,0.5917,3.2838,0.016,0.105,2.4906,0.2017,4.7898,114.9579,1.4879,2.9895,0.0871
2025-09-09,4.2105,5.7092,4.9532,2.8572,5.3096,2.7787,3.0488,3.2827,54.0518,7.4155,13.297,13.8526,0.3032,0.0256,112.2635,5.7733,0.591,3.2827,0.016,0.1047,2.5025,0.2011,4.7843,114.6494,1.4833,2.9899,0.0874
2025-09-10,4.2125,5.701,4.932,2.858,5.2821,2.7819,3.041,3.2829,54.0858,7.3813,13.2615,13.916,0.3036,0.0256,112.2495,5.7865,0.5912,3.2831,0.016,0.1048,2.5029,0.2012,4.7794,114.7008,1.484,2.9872,0.0877
2025-09-11,4.2205,5.7093,4.9361,2.8624,5.2822,2.791,3.0427,3.289,54.1774,7.385,13.277,13.9052,0.3037,0.0256,112.4957,5.7844,0.5927,3.289,0.016,0.105,2.5068,0.2016,4.7888,114.9186,1.4869,2.9927,0.0877
2025-09-12,4.2105,5.7075,4.9368,2.8556,5.2856,2.8052,3.0416,3.2833,54.1015,7.3731,13.2844,13.9211,0.3033,0.0257,112.2321,5.7659,0.5912,3.2833,0.016,0.1051,2.5139,0.2011,4.7642,114.6463,1.4833,2.9777,0.0873
2025-09-17,4.1915,5.7185,4.9678,2.8603,5.3259,2.7985,3.0476,3.2836,53.8805,7.3676,13.2057,13.941,0.3036,0.0255,111.7495,5.7667,0.5897,3.2836,0.0159,0.1043,2.5055,0.2002,4.7721,114.129,1.4772,2.9817,0.0871
2025-09-18,4.1955,5.7145,4.9557,2.853,5.3124,2.7869,3.0446,3.2808,53.9597,7.3525,13.1872,13.9416,0.303,0.0254,111.8293,5.7803,0.5903,3.2808,0.0159,0.1044,2.486,0.2004,4.7708,114.2379,1.4783,2.9812,0.0872
2025-09-19,4.206,5.6998,4.9555,2.8491,5.3066,2.781,3.0492,3.2804,54.0878,7.3596,13.1982,13.9604,0.3017,0.0254,112.148,5.7921,0.5914,3.2804,0.0159,0.1046,2.4733,0.2009,4.7651,114.5097,1.4822,2.979,0.0873
2025-09-22,4.21,5.6677,4.9394,2.8381,5.2823,2.7761,3.0516,3.277,54.1971,7.3718,13.2452,13.9128,0.3026,0.0253,112.2502,5.7774,0.5918,3.277,0.0159,0.1047,2.4673,0.2011,4.7735,114.6202,1.4836,2.9835,0.0873
2025-09-23,4.1975,5.6731,4.9556,2.8407,5.3002,2.7651,3.0358,3.273,53.9958,7.3506,13.1902,13.8935,0.301,0.0252,111.911,5.763,0.5901,3.273,0.0159,0.1044,2.4576,0.2005,4.7434,114.2923,1.479,2.965,0.0871
2025-09-24,4.2005,5.6738,4.9553,2.8406,5.3007,2.7788,3.0337,3.2708,54.017,7.3266,13.1512,13.842,0.3009,0.0252,111.9894,5.7712,0.5903,3.2708,0.0159,0.1045,2.4583,0.2006,4.7353,114.374,1.4817,2.9592,0.0872
2025-09-25,4.2125,5.6711,4.951,2.8335,5.3001,2.7805,3.0335,3.2712,54.1693,7.2734,13.1098,13.8501,0.301,0.0252,112.3094,5.776,0.5914,3.2712,0.016,0.1048,2.4548,0.2012,4.7539,114.7008,1.4858,2.971,0.0875
2025-09-26,4.22,5.6356,4.9283,2.8189,5.279,2.7609,3.028,3.2647,54.2357,7.2519,13.0893,13.822,0.2991,0.0252,112.5153,5.7837,0.5917,3.2647,0.016,0.105,2.4339,0.2016,4.7573,114.905,1.4883,2.9733,0.0877
2025-09-29,4.2115,5.6569,4.938,2.8277,5.2895,2.7655,3.0251,3.2637,54.13,7.2535,13.0589,13.8295,0.3002,0.0253,112.2932,5.7512,0.5914,3.2637,0.0159,0.1048,2.4361,0.2011,4.7466,114.6767,1.4865,2.9671,0.0875
2025-09-30,4.215,5.6631,4.9417,2.838,5.2866,2.7771,3.029,3.2645,54.1784,7.2349,13.0223,13.8215,0.3002,0.0252,112.388,5.7726,0.5916,3.2645,0.016,0.1048,2.4403,0.2013,4.7506,114.7563,1.4868,2.9691,0.0877
2025-10-01,4.213,5.6627,4.9452,2.8481,5.2924,2.7785,3.024,3.2634,54.1367,7.2239,12.9631,13.817,0.2993,0.0252,112.3407,5.7759,0.5918,3.2634,0.0159,0.1047,2.44,0.2012,4.7465,114.7144,1.4869,2.9667,0.088
2025-10-02,4.2055,5.6684,4.9352,2.8591,5.2793,2.7821,3.0164,3.2643,54.0525,7.2253,12.9559,13.8189,0.2999,0.0253,112.1377,5.7658,0.5907,3.2643,0.0159,0.1045,2.4508,0.2009,4.7384,114.5071,1.4841,2.9635,0.0879
2025-10-03,4.2145,5.6666,4.9419,2.8548,5.285,2.7805,3.0176,3.2679,54.157,7.2736,12.9877,13.8635,0.2992,0.0254,112.3777,5.7839,0.592,3.2679,0.016,0.1047,2.4526,0.2013,4.749,114.7599,1.485,2.9682,0.0883
2025-10-06,4.214,5.6685,4.9407,2.8081,5.2956,2.7846,3.0208,3.2615,54.1562,7.254,13.0263,13.7974,0.2987,0.0254,112.3629,5.7775,0.5919,3.2615,0.016,0.1047,2.4589,0.2013,4.7479,114.7291,1.4874,2.9674,0.0885
2025-10-07,4.214,5.6788,4.9316,2.8026,5.2973,2.7892,3.0214,3.2645,54.152,7.2494,12.9821,13.8797,0.2988,0.0255,112.3494,5.7562,0.5919,3.2644,0.016,0.1047,2.4574,0.2013,4.7476,114.7416,1.4875,2.9672,0.0885
2025-10-08,4.2195,5.6537,4.9047,2.7684,5.2701,2.7709,3.022,3.2577,54.2108,7.2711,12.9991,13.8023,0.2973,0.0254,112.487,5.7644,0.5927,3.2577,0.016,0.1048,2.426,0.2015,4.7536,114.8914,1.4896,2.9711,0.0887
2025-10-09,4.2145,5.654,4.9078,2.7634,5.2645,2.782,3.0236,3.2568,54.1668,7.2743,12.9359,13.8223,0.2971,0.0255,112.3627,5.7455,0.5914,3.2568,0.016,0.1046,2.4446,0.2013,4.7482,114.7552,1.4879,2.9674,0.0886
2025-10-10,4.2215,5.6195,4.8855,2.7652,5.2379,2.7729,3.0118,3.2522,54.2522,7.253,12.8842,13.8034,0.2971,0.0255,112.5493,5.7535,0.5925,3.2522,0.016,0.1047,2.4305,0.2016,4.7549,114.9458,1.4904,2.9718,0.0888
2025-10-13,4.224,5.6405,4.9085,2.7801,5.2714,2.753,3.0182,3.2564,54.3,7.2536,12.9273,13.7684,0.2951,0.0255,112.613,5.7459,0.5923,3.2565,0.016,0.1047,2.4225,0.2017,4.7602,115.0014,1.4914,2.9752,0.0882
2025-10-14,4.2255,5.6394,4.8927,2.777,5.2582,2.7459,3.0094,3.2546,54.3343,7.261,12.9804,13.7576,0.296,0.0255,112.671,5.748,0.5921,3.2546,0.016,0.1047,2.4134,0.2018,4.7601,115.0422,1.4917,2.9752,0.0886
2025-10-15,4.2245,5.6406,4.9101,2.7952,5.2806,2.7516,3.0095,3.2594,54.325,7.2819,12.9905,13.7943,0.297,0.0255,112.6473,5.7435,0.5928,3.2594,0.016,0.1047,2.4175,0.2018,4.7836,115.0306,1.491,2.9893,0.0885
2025-10-16,4.2275,5.6744,4.9299,2.8021,5.3176,2.7424,3.0132,3.2657,54.395,7.2728,13.0017,13.7928,0.2978,0.0255,112.7213,5.7653,0.5933,3.2657,0.016,0.1048,2.427,0.2019,4.8133,115.1092,1.4934,3.0079,0.0888
2025-10-17,4.226,5.6833,4.9482,2.817,5.3467,2.733,3.0088,3.2687,54.4142,7.2751,12.9751,13.7693,0.2975,0.0255,112.6783,5.7712,0.5932,3.2687,0.016,0.1047,2.42,0.2018,4.813,115.0715,1.4919,3.0088,0.0888
2025-10-21,4.226,5.6599,4.917,2.7977,5.3278,2.749,3.0078,3.2642,54.4079,7.2622,12.9632,13.7983,0.2967,0.0255,112.6813,5.7714,0.5937,3.2642,0.016,0.1044,2.4219,0.2018,4.8067,115.0715,1.4936,3.0021,0.089
2025-10-22,4.2295,5.6567,4.9092,2.7863,5.3141,2.7471,3.0201,3.2587,54.4197,7.2461,12.8988,13.7598,0.2956,0.0254,112.7746,5.7671,0.5938,3.259,0.0161,0.1046,2.4309,0.202,4.8077,115.1684,1.4929,3.0045,0.0889
2025-10-23,4.23,5.6399,4.9038,2.7743,5.3041,2.7408,3.0212,3.2542,54.4303,7.2108,12.8797,13.7333,0.2938,0.0254,112.788,5.7598,0.5938,3.2542,0.0161,0.1046,2.4219,0.202,4.8131,115.1773,1.4937,3.0049,0.0889
2025-10-24,4.2265,5.632,4.9065,2.7665,5.3107,2.75,3.0175,3.2534,54.3783,7.2089,12.8975,13.7229,0.2943,0.0254,112.6931,5.7541,0.5933,3.2534,0.0161,0.1046,2.4313,0.2019,4.8145,115.0694,1.4919,3.0024,0.0888
2025-10-27,4.214,5.6139,4.9,2.7534,5.2946,2.7524,3.0123,3.2469,54.2468,7.1768,12.8967,13.7014,0.2942,0.0253,112.3599,5.7398,0.5924,3.2469,0.016,0.1044,2.4258,0.2013,4.7922,114.7447,1.488,2.9951,0.0887
